experiment,strategy,target_cefr,text_id,original,simplified,reference,gold_cefr,pred_cefr,conf_score,meaningbert,bertscore,prob_A1,prob_A2,prob_B1,prob_B2
B1_2_with_instructions,2_with_instructions,B1,37-b1,"The Hunger Games takes place in the future, after the destruction of North America. The country is called Panem and is made up of twelve poor districts governed by the wealthy Capitol. The Capitol holds absolute power over the nation. Each district is responsible for producing different things for the Capitol. District 12, where the story begins, provides all the coal for the country. There used to be a thirteenth district but they rebelled against the Capitol in the past and were destroyed. ","The Hunger Games is a story that takes place in the future, after North America was destroyed. The country is called Panem, which is made up of twelve poor districts governed by the wealthy Capitol. The wealthy Capitol has complete power over the entire nation, which means it controls all important decisions and aspects of life. Each district is responsible for producing different important things for the Capitol, because the Capitol needs these products to survive. District 12, which is where the story begins, provides all the coal for the entire country. There used to be a thirteenth district, but they rebelled against the Capitol in the past and were destroyed.","The Hunger Games is set in the future, after North America has been destroyed. The new country is called Panem, which includes twelve poor districts ruled by the rich Capitol. The Capitol controls the entire country. Each district has its own job and sends goods to the Capitol. The story begins in District 12, which produces coal. There used to be a District 13, but it rebelled and was later destroyed by the Capitol.",B1,B1,0.9988,86.49,0.9294,0.0,0.0009,0.9988,0.0003
B1_2_with_instructions,2_with_instructions,B1,41-b1,"Another suggested defence against a PHA on course to hit Earth is to blow it up using a nuclear weapon. It may sound like a plot from a film, and it was the subject of the 1998 film Armageddon, but the Hypervelocity Asteroid Mitigation Mission for Emergency Response (HAMMER) is a genuine NASA proposal. The eight-ton rockets would be fired at an approaching asteroid with the hope of bumping it off course. If the asteroid was too close to Earth for this plan to work, the rockets would carry nuclear bombs to blow it up instead.","Another possible way to protect Earth from a dangerous asteroid that is coming towards it is to destroy it with a nuclear weapon. This idea might sound like a film plot, similar to the 1998 movie Armageddon. However, HAMMER is a genuine proposal from NASA. The plan involves firing eight-ton rockets at an approaching asteroid, which would hopefully push it off its course. If the asteroid was too close to Earth for this method to succeed, the rockets would carry nuclear bombs to destroy it instead.","Another way to stop an asteroid from hitting Earth is to destroy it with a nuclear weapon. This may sound like a film story, and it was actually in the 1998 film Armageddon. However, the Hypervelocity Asteroid Mitigation Mission for Emergency Response (HAMMER) is a real project from NASA. The plan was to send eight-ton heavy rockets towards an asteroid to push it away from its path. If the asteroid is already too close to Earth, the rockets could carry nuclear bombs to break it apart.",B1,B1,0.6887,88.58,0.9361,0.0008,0.2966,0.6887,0.0023
B1_2_with_instructions,2_with_instructions,B1,38-b1,"Often wild animals come into cities to look for food. In Cape Town, South Africa, baboons have started coming into residential areas on the edge of the city to feed. They open rubbish bins and eat fruit from gardens and orchards. Some brave baboons have even come into people's houses and taken food from kitchen cupboards and fridges! Baboons can be aggressive and have attacked a lot of pet animals, so understandably, many city residents don't welcome their presence.","Wild animals often come into cities because they are looking for food. For example, in Cape Town, South Africa, baboons have started entering residential areas on the city's edge to find food. They open rubbish bins and eat fruit from gardens and orchards, which can cause damage. Some brave baboons have even gone into people's houses and taken food from kitchen cupboards and fridges. Because baboons can be aggressive and have attacked many pet animals, most city residents do not welcome their presence.","Wild animals often enter cities in search of food. In Cape Town, South Africa, baboons have begun coming into areas where people live. They open rubbish bins and eat fruit from gardens and orchards. Some even go into homes and take food from kitchen cupboards and fridges. Since baboons can be aggressive and have attacked many pets, it's easy to understand why many city residents don't want them nearby.",B1,A2,0.9984,86.2,0.9602,0.0003,0.9984,0.0013,0.0
B1_2_with_instructions,2_with_instructions,B1,36-b1,"If most people have four to six dreams every night after the age of ten, that's as many as 2,000 dreams per year. So, by the time they reach 80 years old the average person might have had 140,000 dreams. Even if we forget 95–99 per cent of our dreams, that's still a few thousand remembered dreams across a lifetime. It's not too difficult to believe that, by coincidence, a dream event is followed by a real-life event that's similar to it, especially if the subject of the dream is something that happens often in everyday life.","If most people have four to six dreams every night after they are ten years old, this means about 2,000 dreams each year. Therefore, when people reach 80 years old, the average person might have had 140,000 dreams. However, even if we forget 95–99 percent of our dreams, we still remember a few thousand dreams during our lives. It is not difficult to believe that a dream event might, by chance, be followed by a real-life event which is similar, especially if the dream's subject is something that often happens in daily life.","After the age of ten, most people have between four and six dreams each night. That adds up to about 2,000 dreams a year. By the time someone turns 80, they may have had around 140,000 dreams. Even though we forget most dreams–about 95 to 99 percent–we still remember thousands over a lifetime. So, it's not hard to believe that sometimes a dream is followed by a real-life event that feels similar, especially when it's about something that happens often in everyday life.",B1,A2,0.999,90.79,0.9417,0.0,0.999,0.0009,0.0
B1_2_with_instructions,2_with_instructions,B1,40-b1,"George Lucas was one of the early film directors to directly base his story on the 17 stages of the hero's journey. Typically the hero starts the story living an ordinary life, but something happens that calls them to an adventure that changes everything. At the beginning of Star Wars, Luke lives an ordinary life with his aunt and uncle, repairing robots. When he finds Princess Leia's message to Obi-Wan Kenobi inside the robot R2D2, it is 'the call to adventure' that starts the hero on his journey.","George Lucas was an important film director who created his stories using the 17 stages of the hero's journey. Usually, the hero starts the story living a normal life, but something happens that calls them to an adventure which changes everything. At the start of Star Wars, Luke lives an ordinary existence with his aunt and uncle, repairing machines. Finding Princess Leia's message to Obi-Wan Kenobi inside the robot R2D2 becomes 'the call to adventure' that starts his journey.","George Lucas was one of the first film directors to base a story on the 17 stages of the hero's journey. In this type of story, the hero begins with a normal life, but something happens that sends them on an adventure. In Star Wars, Luke Skywalker lives with his aunt and uncle and works on robots. When he finds Princess Leia's message in the robot R2D2, it becomes his 'call to adventure' and marks the beginning of his journey.",B1,A2,0.967,94.52,0.9499,0.0009,0.967,0.0319,0.0
B1_2_with_instructions,2_with_instructions,B1,43-b1,"Underutilised items may seem useless to some, but could be an asset to others. With the advent of the internet, online communities have figured out a way to generate profit from the sharing of those underused assets. Using websites and social media groups that facilitate the buying and selling of second-hand goods, it is now easier than ever for peer-to-peer sharing activities to take place. And this is known as the sharing economy.","Items that people do not use often may seem useless to some, but they could be an asset to others. Since the internet appeared, online communities have found a way to make money by sharing those underused items. Websites and social media groups help people buy and sell used goods, which makes it easier for individuals to share items with each other. This is known as the sharing economy.","Some things that are not often used may look useless to people, but they can be valuable to others. With the internet, online groups have found a way to make money by sharing unused items. With websites and social media pages that help people buy and sell second-hand goods, it is now easier for people to share items with each other. This is called the sharing economy.",B1,A2,0.6458,85.74,0.9614,0.0014,0.6458,0.3441,0.0002
B1_2_with_instructions,2_with_instructions,B1,53-b1,"In some areas, councils have tried to encourage artists not to paint graffiti randomly on walls by allowing them to work in designated areas. Taiwan is one such place and there are 'graffiti zones' where artists are free to paint and write on walls. In São Paulo in Brazil, the city council has even allowed some graffiti artists to paint on the city's subway trains. ","In some places, local councils have tried to encourage artists not to paint graffiti anywhere on walls, by allowing them to work in special areas. Taiwan is one such country, which has 'graffiti zones' where artists can freely paint and write on walls. In São Paulo, a large city in Brazil, the city council has even allowed some graffiti artists to paint on its subway trains.","In some places, local councils try to stop random graffiti by giving artists special areas to paint. Taiwan  has ""graffiti zones"" where artists can freely paint and write on walls. In São Paulo, Brazil, the city council has even allowed some graffiti artists to paint on the subway trains.",B1,A2,0.9948,64.24,0.9598,0.0002,0.9948,0.005,0.0
B1_2_with_instructions,2_with_instructions,B1,47-b1,"The 'buy nothing' trend has now reached influencers on social media who usually share posts of clothing and make-up that they recommend for people to buy. Some YouTube stars now encourage their viewers not to buy anything at all for periods as long as a year. Two friends in Canada spent a year working towards buying only food. For the first three months they learned how to live without buying electrical goods, clothes or things for the house. For the next stage, they gave up services, for example haircuts, eating out at restaurants or buying petrol for their cars. In one year, they'd saved $55,000.","The 'buy nothing' trend has now reached influencers on social media, who usually show clothing and make-up that they suggest people buy. Some YouTube stars now encourage their viewers not to buy anything at all for periods as long as a year. For example, two friends in Canada, who wanted to save money, spent a year buying only food. For the first three months they learned how to live without buying electrical goods, clothes or things for the house. After that, they stopped using services, such as haircuts, eating in restaurants, or buying petrol for their cars. As a result, in one year, they had saved $55,000.","The ""buy nothing"" concept has now become popular among influencers on social media, who normally post about clothes and make-up for people to buy. Some YouTubers now ask their followers to stop shopping completely, even for a year. In Canada, two friends tried this challenge and only bought food. In the first three months, they learned to live without buying things like electronics, clothes, or things for the house. Later, they also gave up services such as haircuts, eating in restaurants, or paying for petrol for their cars. In one year, they had saved $55,000",B1,B1,0.9635,94.0,0.9508,0.0001,0.0358,0.9635,0.0
B1_2_with_instructions,2_with_instructions,B1,45-b1,"I'm a freelancer and work for myself. This is great because I am in control of what I do and how I spend my time. At first, I was working from home, but I found it really hard to concentrate. There were just too many distractions around: housework that needed doing, another cup of tea, my family members wanting my attention for various things. So I started to go to a nearby café to work, but the Wi-Fi connection wasn't ideal and I found myself drinking too much coffee. In the end, I decided to rent a desk in a co-working space with five other freelancers like myself. I liked getting dressed to go to work in the morning and being able to focus in an office environment.","I am a freelancer, which means I work for myself, and this is great because I can control my work and my time. However, at first, I worked from home, but I discovered it was very difficult to concentrate. There were too many distractions, such as housework that needed doing, or my family members who often wanted my attention. Therefore, I started working at a nearby café; however, the Wi-Fi connection was not good, and I drank too much coffee. Finally, I decided to rent a desk in a co-working space with five other freelancers who were like me. I liked getting dressed for work in the morning and being able to focus well in an office environment.","I work as a freelancer, which means I work for myself. I like it because I can decide what to do and how to use my time. At first, I worked from home, but I had trouble concentrating. There were many distractions, such as doing household, making tea, and family members wanted me to listen to them. Then I tried to working in a cafe, but the wifi was not very good and I drank too much coffee. Finally, I chose to rent a desk in a co-working space with five other freelancers. I enjoyed dressing for work in the morning and focusing better in an office environment.",B1,B1,0.6527,85.35,0.9484,0.0006,0.3461,0.6527,0.0001
B1_2_with_instructions,2_with_instructions,B1,44-b1,"Around the 18th and 19th centuries two main ideas about dreams became popular. One was the idea that the things we see in our dreams represent things hidden from our conscious mind. Freud believed that if we understand what dreams are telling us, we can understand our hidden feelings and the problems they cause. However, the other theory was the opposite. It said that dreams are just a collection of random activity in the brain while it's organising memories and events from the day. When we wake up, we try to make sense of these random images and feelings and put them into some sort of story.","Around the 18th and 19th centuries two main ideas about dreams became popular. One idea was that the things we see in our dreams represent thoughts or feelings that are hidden from our conscious mind. Freud believed that if we understand what dreams are telling us, we can understand our hidden feelings and the problems they cause. However, the other theory was the opposite, suggesting that dreams are just random brain activity as it organises memories and daily events. When we wake up, we try to make sense of these random images and feelings and put them into some sort of story.","In the 18th and 19th centuries, two main ideas about dreams became popular. The first was that dreams show things that are hidden in our minds. Freud thought that by studying dreams, we can learn about our secret feelings and the problems they create. The second idea was the opposite. It said that the dreams are the result of random brain activity while it is sorting memories and events from the day. When we wake up, our brain tries to connect these random images and feelings into a story.",B1,B1,0.8948,94.52,0.952,0.0006,0.0859,0.8948,0.0007
B1_2_with_instructions,2_with_instructions,B1,57-b1,"Os Gêmeos are identical twin brothers from São Paulo. They paint everything from tags to huge, colourful pictures of people on the sides of buildings. Their work is often so big that they need cranes to help them work. In 2007, they covered the whole of a castle in Scotland with paint.","Os Gêmeos are identical twin brothers from São Paulo, Brazil, who have become famous artists. They create various types of art, from small tags to enormous, colourful pictures of people on the sides of buildings. Their artistic creations are often so large that they require special cranes to help them complete the work. For example, in 2007, they completely covered an entire castle in Scotland with their distinctive paint.","Os Gêmeos are identical twin brothers from São Paulo.  They create street art ranging from small tags to large, colourful paintings of people on building walls. Their work are often so big that they need cranes to help them. In 2007, they painted the entire castle in Scotland.",B1,A2,0.9696,80.04,0.9541,0.0002,0.9696,0.0301,0.0
B1_2_with_instructions,2_with_instructions,B1,54-b1,"Faith47 is from Cape Town in South Africa. She paints big, colourful pictures of people and animals and likes to explore different locations. Her work is found on pavements, in empty factories and on abandoned cars. She likes the fact that most street art is temporary and will soon be removed by weather or cleaners from the city council. For her, this reflects how life is full of change with its cycle of endings and new beginnings.","Faith47, who is an artist from Cape Town in South Africa, creates large, colourful paintings of people and animals. She enjoys exploring different locations where her artwork is often found, such as on pavements, inside empty factories, and on abandoned cars. She appreciates that most street art is temporary, because it is often removed quickly by the weather or by city council cleaners. For her, this represents that life is always changing, with its natural cycle of endings and new beginnings.","Faith47 is an artist from Cape Town, South Africa. She paints big, colourful images of people and animals and enjoys working in many different places. Her art can be seen on pavements, in empty factories, and on abandoned cars. She likes that most street art is temporary and will eventually disappear because of the weather or city cleaners. For her, this shows that life is always changing, with endings and new beginnings.",B1,A2,0.9712,90.73,0.9506,0.0005,0.9712,0.0283,0.0
B1_2_with_instructions,2_with_instructions,B1,50-b1,"People might not realise they are part of the disposable clothing problem because they donate their unwanted clothes to charities. But charity shops can't sell all those unwanted clothes. 'Fast fashion' goes out of fashion as quickly as it came in and is often too poor quality to recycle; people don't want to buy it second-hand. Huge quantities end up being thrown away, and a lot of clothes that charities can't sell are sent abroad, causing even more economic and environmental problems.","People might not realise they are part of the disposable clothing problem, because they donate their unwanted clothes to charities. However, these charity shops often cannot sell all the clothes they receive. Fast fashion clothes go out of style very quickly and are often too low quality to recycle; therefore, people do not want to buy them second-hand. Many clothes are thrown away, and a lot of items that charities cannot sell go to other countries, which causes more economic and environmental problems.","People don't realise they are part of the problem of disposable clothing because they give their unwanted clothes to charity shops. However, these shops cannot sell everything. Fast fashion quickly goes out of style and is often too low in quality to recycle, so people don't want to buy it second-hand. As a result, a large amount of clothes are thrown away, and many that charities cannot sell are sent to other countries, which creates more economic and environmental problems.",B1,B1,0.9261,86.58,0.9701,0.0002,0.0697,0.9261,0.0025
B1_2_with_instructions,2_with_instructions,B1,46-b1,"Whether NASA can find the remaining middle-sized NEOs depends on getting the money to build NEOCam, a 0.5-metre space telescope which would use infrared light to locate asteroids. If it did get the money, it could probably achieve its goal in ten years. Once logged, the planetary defence team would still need to work out how to defend the planet against being hit by the truly worrying asteroids – the PHAs.","NASA's ability to find the remaining medium-sized near-Earth objects depends on getting money to build NEOCam, which is a 0.5-metre space telescope that uses infrared light to locate asteroids. If NASA gets the money, it could probably reach its goal within ten years. Once these asteroids are recorded, the planetary defence team would still need to plan how to protect the planet from the most dangerous asteroids, which are called PHAs.","NASA can only find the rest of the middle-sized asteriods if it gets money to build NEOCam, a space telescope with a 0.5-meter lens that uses infrared light to find them. With enough money, NEOCam could probably finish this work in 10 years. But after that, the planetary defence team would still have to think about how to protect Earth from the most dangerous asteroids, called PHAs.",B1,A2,0.9732,86.46,0.9405,0.0,0.9732,0.0245,0.0004
B1_2_with_instructions,2_with_instructions,B1,51-b1,"Not content with one amazing trip, some of today's adventurers go from challenge to challenge. Meagan McGrath from Canada has climbed the highest mountain on each continent, ridden a bike across Canada and run a long-distance race in the Sahara Desert in 45ºC heat. But perhaps her most remarkable journey was a skiing trip to the South Pole. On the first day, she fell into a glacier and had to be rescued. Many of us would have given up at that point, but Meagan decided to carry on. She reached the South Pole forty days later, having pulled a sledge with a tent and all her food behind her through freezing conditions and ice storms. ","Some adventurers are not happy with just one great trip, so they always look for new challenges. Meagan McGrath, who is from Canada, has climbed the highest mountain on every continent. She also cycled across Canada and ran a long race in the Sahara Desert, where it was 45 degrees Celsius. But perhaps her most amazing journey was a trip on skis to the South Pole. On the first day, she fell into a glacier and someone had to rescue her. Many people would have stopped at that moment; however, Meagan decided to continue, and forty days later, she reached the South Pole. She had pulled a sledge, which carried her tent and all her food, through freezing conditions and ice storms.","Some modern adventurers do not stop after one amazing trip but keep looking for new challenges. Meagan McGrath from Canada has climbed the tallest mountain on each continent, cycled across Canada, and run a long-distance race in the Sahara Desert in 45ºC heat. However, the most impressive journey may have been skiing to the South Pole. On the first day, she fell into a glacier and had to be rescued. Many people would have quit, but Meagan continued. Forty days later, she reached the South Pole after pulling a sledge with her tent and food through weather and ice storms.",B1,A2,0.9443,73.75,0.9518,0.0001,0.9443,0.0556,0.0
B1_2_with_instructions,2_with_instructions,B1,56-b1,"When Gabriela became aware of the cultural differences between her and her team, she took the initiative to have an open conversation with them about their feelings about her leadership. Pleased to be asked for their thoughts, Gabriela's team openly expressed that they were not used to being told what to do. They enjoyed having more room for initiative and creative freedom. When she told her team exactly what she needed them to do, they felt that she didn't trust them to do their job well. They realised that Gabriela was taking it personally when they tried to challenge or make changes to her decisions, and were able to explain that it was how they'd always worked.","Gabriela noticed cultural differences between herself and her team, so she decided to have an open conversation with them about her leadership. Her team was happy she asked for their thoughts. They explained that they were not used to being told what to do, because they enjoyed having more initiative and creative freedom. When Gabriela told her team exactly what to do, they felt that she did not trust them to do their job well. They understood that Gabriela took it personally when they questioned her decisions or suggested changes, so they explained that this was their usual way of working.","When Gabriela noticed the cultural differences between her and her team, she decided to have an open conversation with them about her leadership. The team was happy to share their thoughts and explained that they were not used to being told exactly what to do. They enjoyed having more space for initiative and creativity. When Gabriela gave them strict instructions, they felt she did not trust them to do their jobs well. They also realised that Gabriela was taking it personally when they challenged her decisions. They explained that this was the normal way they worked.",B1,A2,0.9752,94.53,0.9624,0.0019,0.9752,0.0225,0.0
B1_2_with_instructions,2_with_instructions,B1,55-b1,"In her previous work environment, Gabriela was used to a high power distance culture where power and authority are respected and everyone has their rightful place. In such a culture, leaders make the big decisions and are not often challenged. Her Swedish team, however, were used to working in a low power distance culture where subordinates often work together with their bosses to find solutions and make decisions. Here, leaders act as coaches or mentors who encourage independent thought and expect to be challenged.","In her previous work environment, Gabriela was used to a high power distance culture where power and authority were respected, and everyone had their place. In this type of culture, leaders make the important decisions and are not often questioned. However, her Swedish team worked in a low power distance culture, where employees often worked with their bosses to solve problems and make choices. In this culture, leaders act as coaches or mentors who encourage independent thought and expect to be questioned.","In her old job, Gabriela worked in a culture with high power distance. In this culture, people respect power and authority, and everyone has a clear place. Leaders make the big decisions, and others do not usually question them. But her Swedish team was used to a low power distance culture. In this culture, employees often work with their bosses to solve problems and make decisions together. Leaders act more like coaches or mentors, encouraging independent thinking and expecting to be challenged.",B1,B1,0.7685,94.53,0.9572,0.0022,0.2219,0.7685,0.0024
B1_2_with_instructions,2_with_instructions,B1,63-b1,"Historically, more bridges were made of wood and were much more susceptible to fire. This was particularly true of old-fashioned train bridges, where the spark created by the steel wheels and steel tracks could sometimes cause a bridge to catch fire and burn to the ground.","Historically, many bridges were built from wood, which meant they could easily catch fire. This was especially true for older train bridges, because sparks from the steel wheels and tracks sometimes caused them to burn completely.","In the past, many bridges were built from wood, which made them easier to burn. This problem was especially common with old train bridges, because sparks from the steel wheels on the steel tracks could sometimes start a fire and destroy the whole bridge.",B1,A2,0.9719,86.16,0.9498,0.0001,0.9719,0.0264,0.0005
B1_2_with_instructions,2_with_instructions,B1,49-b1,"Some people think writing your dreams down can open your mind to lucid dreaming. Lucid dreams are dreams where you're not only aware you're dreaming but you can make decisions to affect the events of your dreams. So, maybe you can turn a nightmare into a safe-feeling dream, or you can direct the plot of your dream like a film director. Then, instead of just working out the meaning of your dreams, you'll be creating them, though you might want to continue having some dreams that allow your subconscious to tell you what's on your mind! ","Some people believe that writing down your dreams can help you experience lucid dreaming. Lucid dreams are special dreams where you know you are dreaming, and you can also choose to change what happens in them. Therefore, you could transform a nightmare into a comforting dream, or you might guide the narrative of your dream, similar to a film director. Then, instead of simply understanding the meaning of your dreams, you will be creating them; however, you might still desire some dreams that let your subconscious mind reveal your true thoughts.","Some people think that writing down their dreams can help them experience lucis dreaming. A lucid dream is a dream where you know you are dreaming and can make choices that change what happens. For instance,  you might turn a nightmare into a dream that feels safe, or you could guide the story of the dream like a film director. This means you are not only trying to understand your dreams but also creating them. Still, you may want to keep some dreams that show what your subconscious mind is thinking.",B1,A2,0.9359,90.6,0.9421,0.0001,0.9359,0.0565,0.0001
B1_2_with_instructions,2_with_instructions,B1,48-b1,"Religion is important to Pi. Though his family is Hindu, he is curious about other religions and he makes friends with a Christian priest and a Muslim baker. To everyone's surprise, Pi declares himself to be simultaneously Hindu, Muslim and Christian. When his family and teachers ask him to choose just one religion, Pi refuses, saying 'I just want to love God'. From that moment, his family and teachers decide to let him make his own mind up about religion.","Pi considers religion to be very important in his life. Although his family follows Hinduism, Pi is curious about other religions, and he forms friendships with a Christian priest and a Muslim baker. To everyone's great surprise, Pi openly states that he is Hindu, Muslim, and Christian all at the same time. When his family and teachers ask him to choose only one religion, Pi refuses, explaining, 'I just want to love God'. From that moment, his family and teachers decide to let him make his own decision about religion.","Religion is very important to Pi. His family is Hindu, but he is also interested in other religions. He becomes friends with a Christian priest and a Muslim baker. To everyone's surprise, Pi says that he is Hindu, Muslim, and Christian at the same time. When his family and teachers tell him to choose only one religion, Pi refuses and says, ""I just want to love God."" After that, his family and teachers allow him to decide for himself about religion.",B1,A2,0.9995,88.3,0.9639,0.0004,0.9995,0.0001,0.0
B1_2_with_instructions,2_with_instructions,B1,42-b1,"According to Campbell, the hero at first refuses the call to adventure, but a mentor appears who helps them and they decide to 'cross the threshold' and travel into the 'special world' where the adventure happens. The next stage consists of passing tests, fighting enemies and meeting friends as the hero prepares to face their biggest challenge. For Luke the mentor is, of course, Obi-Wan, the friends are Han Solo and the robots R2D2 and C3PO and the enemy is Darth Vader inside the special world of the Death Star.","According to Campbell, the hero first refuses the call to adventure, but a mentor appears who helps them, so they decide to 'cross the threshold' and enter the 'special world' where the adventure happens. The next stage involves passing tests, fighting enemies, and meeting friends while the hero prepares for their biggest challenge. For Luke, the mentor is Obi-Wan, his friends are Han Solo and the robots R2D2 and C3PO, and the enemy is Darth Vader inside the special world of the Death Star.""","According to Campbell, the hero first refuses to start the adventure. Then a mentor appears and helps them, so the hero decides to ""cross the threshold"" and enter the ""special world"" where the adventure takes place. In this world, Luke's mentor is Obi-Wan,  his friends are Han Solo and the robots R2D2 and C3PO, and his enemy is Darth Vader in this special world of the Death Star.",B1,B1,0.5611,94.52,0.9494,0.0034,0.4335,0.5611,0.0005
B1_2_with_instructions,2_with_instructions,B1,60-b1,"The first is DART – the Double Asteroid Redirection Test. Plans are scheduled to test DART on the moon of an asteroid called Didymos. 'Didymoon' is 150 metres wide, orbiting its 800-metre mother, and hopefully the impact of DART will knock it out of its orbit enough for Earth-based telescopes to pick up.","The first project is DART, which stands for the Double Asteroid Redirection Test. Scientists plan to test DART on a small moon of an asteroid, which is named Didymos. Didymoon, which is 150 metres wide, orbits its 800-metre parent asteroid; hopefully, the impact of DART will move it enough so that telescopes on Earth can observe the change.","The first project is called DART-the Double Asteroid Redirection Test. Scientists plan to test it on the moon of an asteroid called Didymos. This moon, called ""Didymoon,"" is 150 metres wide and goes around its larger parent asteroid, which is 800 metres wide. The hope is that the impact of DART will move Didymoon slightly out of its orbit so that telescopes on Earth can detect the change.",B1,B1,0.5297,65.26,0.9496,0.0001,0.4668,0.5297,0.0025
B1_2_with_instructions,2_with_instructions,B1,52-b1,"Blek le Rat started out painting rats on the walls of his home city, Paris. Nowadays, he tries to make people think about different social issues and problems. He paints pictures of homeless people in big cities to encourage residents to think about the problem of homelessness.","Blek le Rat began his artistic journey by painting rats on the walls of Paris, which is his home city. Nowadays, he tries to make people think about important social issues and problems, therefore he creates pictures of homeless people in large cities to encourage residents to consider the problem of homelessness.","Blek le Rat was known for painting rats on the walls of Paris, his home city. Nowadays, his art focuses on social issues and problems. For example, he paints images of homeless people in big cities to make residents think more about the issue of homelessness.",B1,A2,0.9351,91.27,0.9584,0.0021,0.9351,0.0627,0.0
B1_2_with_instructions,2_with_instructions,B1,58-b1,"People have been painting and writing on walls throughout history. In prehistoric times, people in Africa and Europe used to paint pictures of animals and people in caves. Graffiti has been found on buildings at ancient sites in Greece, Italy, Syria and Iraq. In the Roman town of Pompeii, archaeologists have found numerous examples of graffiti written in Latin. These include religious, political and romantic messages, and even some magic spells!","People have been painting and writing on walls, which is a practice that has continued throughout history. For example, in prehistoric times, people in Africa and Europe used to paint pictures of animals and people in caves. Also, graffiti has been found on buildings at ancient sites in Greece, Italy, Syria and Iraq. In the Roman town of Pompeii, archaeologists have found numerous examples of graffiti written in Latin, which contained religious, political, and romantic messages, and sometimes even magic spells.","People have painted and written on walls in history. In prehistory, people in Africa and Europe painted animals and people on the walls of caves. Graffiti has also been found on buildings at ancient sites in Greece, Italy, Syria, and Iraq. In the Roman town of Pompeii, archaeologists found many examples of graffiti in Latin. These messages included religious, political, and romantic topics, and even some magic spells!",B1,B1,0.9854,90.03,0.9621,0.0001,0.0119,0.9854,0.0001
B1_2_with_instructions,2_with_instructions,B1,64-b1,"It is impossible to know how street art will develop in the future but certain trends are emerging. While most street artists are young people who paint in their city or neighbourhood, more and more street artists are travelling and working around the globe. Other artists are using the internet to talk to each other and share photos of their work. Also, the art world is giving more recognition to street art as a legitimate art form. Although we don't know what will happen to street art in the future, we can be sure that it is here to stay!","It is difficult to know how street art will develop in the future, but some clear trends are appearing. While most street artists are young people who paint in their city or local area, more artists are travelling and working across the world. Other artists are using the internet to communicate with each other and share pictures of their artwork. Also, the art world is now giving more recognition to street art, seeing it as a real art form. Although we do not know what will happen to street art in the future, we can be sure that it will continue to be popular.","We dont know exactly how street art will change in the future, but we can already see some trends. Many street artists are young and usually paint in their own city or neighbourhood. More of them are now travelling and creating art in different countries. Some artists also use the internet to share pictures of their work and to communicate with each other. At the same time, the art world is starting to respect street art as a rael form of art. Even if we cannot predict the future, street art will definitely continue to exist.",B1,A2,0.8442,86.93,0.9435,0.001,0.8442,0.1546,0.0001
B1_2_with_instructions,2_with_instructions,B1,61-b1,"The heroine of the story, a sixteen year old girl called Katniss Everdeen, has lost her father in a mining accident and has to provide food for her family. She hunts in the woods around District 12 with her friend Gale and becomes very skilful with a bow and arrow. When her younger sister, Prim, is chosen as one of the tributes, Katniss volunteers to go instead. The other tribute from District 12 is a boy named Peeta and Katniss soon finds herself in a complicated relationship with him.","Katniss Everdeen, a sixteen-year-old girl who is the main character, lost her father in a mining accident, so she must provide food for her family. She hunts in the woods around District 12 with her friend Gale, and she becomes very skilful with a bow and arrow. When her younger sister, Prim, is chosen as one of the tributes, Katniss volunteers to go instead. The other tribute from District 12 is a boy named Peeta, and Katniss quickly develops a complicated relationship with him.","The heroine of the story, Katniss Everdeen, is a sixteen-year-old girl and her father died in a mining accident. Since then, she must take care of her family with food. She goes hunting in the forest near District 12 with her friend Gale, and she becomes very good at using a bow and arrow. When her little sister Prim is chosen to fight as a tribute, Katniss offers to go instead. The boy tribute from District 12 is Peeta, and Katniss soon has a confusing relationship with him.",B1,A2,0.9936,88.49,0.956,0.0,0.9936,0.0064,0.0
B1_2_with_instructions,2_with_instructions,B1,62-b1,"Writing about your dreams will mean you start to remember more details about the dream, so think about the people and place where the dream happened as they might add to the meaning too. Over the period of a week you'll be surprised how much you've written down. Now you can start connecting your dreams to the events and feelings in your daily life.","Writing about your dreams helps you remember more details, so consider the people and places in the dream, which might add to its meaning. After just one week, you will probably be surprised by the amount of information you have written about your dreams. Now you can begin to connect your dreams with the events and feelings from your everyday life.","If you write about your dreams, you will begin to remember more details. Try to think about the people and the place in the dream, because they can also mean something. After one week, you may be surprised at how much you have written. Then, you can start to see how your dreams connect to your daily life and your feelings.",B1,A2,0.9977,94.53,0.9457,0.0,0.9977,0.0021,0.0
